Country Name,Series Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Korea, Rep.","Agriculture, value added (% of GDP)",3.943640951,3.691106594,3.354967177,3.143386245,3.184388809,2.840310577,2.695096116,2.445963021,2.261953502,2.347244674,2.236404101,2.285168018,2.234197271,2.129301336,2.123729198,2.085013853,1.927595923
"Korea, Rep.","Employers, total (% of total employment) (modeled ILO estimate)",3.628999949,3.517999887,3.555000067,3.700000048,4.079999924,4.051000118,4.02699995,4.177999973,4.097000122,4.241000175,4.714000225,4.910999775,4.915999889,5.061999798,5.076000214,5.232999802,5.368999958
"Korea, Rep.","Employers, female (% of female employment) (modeled ILO estimate)",1.753999949,1.682999969,1.728000045,1.784000039,2.032999992,2.019999981,2.030999899,2.131000042,2.073999882,2.144000053,2.482000113,2.601000071,2.602999926,2.709000111,2.736000061,2.84800005,2.947999954
"Korea, Rep.","Employers, male (% of male employment) (modeled ILO estimate)",4.915999889,4.790999889,4.818999767,5.000999928,5.492000103,5.46600008,5.43599987,5.620999813,5.526000023,5.703999996,6.271999836,6.525000095,6.538000107,6.721000195,6.736999989,6.945000172,7.118000031
"Korea, Rep.",Employment in agriculture (% of total employment) (modeled ILO estimate),10.60299969,9.956999779,9.331999779,8.805999756,8.088999748,7.941999912,7.708000183,7.367000103,7.178999901,7.012000084,6.573999882,6.359000206,6.190999985,6.06400013,5.671999931,5.18599987,4.903999805
"Korea, Rep.",Employment in industry (% of total employment) (modeled ILO estimate),28.14500046,27.47900009,27.32099915,27.61400032,27.47800064,26.85000038,26.33300018,25.91799927,25.48999977,24.44799995,24.94799995,24.7689991,24.47699928,24.39999962,24.6439991,25.07299995,24.89100075
"Korea, Rep.",Employment in services (% of total employment) (modeled ILO estimate),61.25299835,62.56399918,63.34700012,63.58000183,64.43399811,65.20800018,65.95899963,66.71499634,67.33100128,68.54000092,68.47799683,68.8730011,69.33200073,69.53500366,69.68399811,69.74099731,70.20500183
"Korea, Rep.",Export value index (2000 = 100),100,87.32846495,94.31293101,112.5089976,147.3547031,165.1026308,188.9294588,215.6459702,244.9713981,211.02791,270.7316507,322.2966541,318.0335292,324.8615146,332.4262196,305.7770451,287.5902663
"Korea, Rep.",Export volume index (2000 = 100),100,100.8009247,114.0907922,133.6193375,159.195797,169.2002905,195.8506787,221.3988769,231.7425058,231.6294607,282.612812,321.8394703,339.7571225,356.0638818,371.3532349,380.5664126,384.2969017
"Korea, Rep.",Exports of goods and services (% of GDP),35.00887773,32.73244538,30.82685501,32.70217,38.29500278,36.80966448,37.16626369,39.18467708,49.96141213,47.54976045,49.41949312,55.74747445,56.34023922,53.87507631,50.27553375,45.33668976,42.28420147
"Korea, Rep.","Foreign direct investment, net inflows (% of GDP)",2.049273711,1.223576512,0.899001594,1.030093538,1.738101244,1.519055227,0.905507316,0.786235316,1.116272931,1.000282777,0.867739218,0.812748039,0.776565541,0.977830215,0.657080499,0.296804076,0.855545973
